Jur Dept,Jurisdictional Dept,PMA NUM,PMA Name,PMA Location Address, PMA Land SqFt ,PMA Classification,PMA Current Use,PMA Future Use If Any,City Ownership,Category,Comment
Parks,Parks and Recreation,635,Georgetown Steam Plant Pump House,7551 8th Ave S," 8,564 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,239,Blue Ridge Place,1900 & 1941 NW Milford Way," 8,442 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3149,Fauntleroy Creek,9100 Fauntleroy Creek Way SW," 8,367 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,2927,Andover Place- Part Street,4000 Beach Dr SW," 8,358 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,424,University Circle,5801 University Circle NE," 8,211 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3980,Denny Blaine Lake Park,1898 Madrona Dr," 8,160 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3751,Union Bay Boglands No. 2,3905 NE Surber Dr," 8,114 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,4444,Pinehurst Pocket Park,11700 19th Ave NE," 8,105 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4005,Madrona Briar Patch- St Use Permit,1605 Madrona Dr," 7,503 ",Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,487,Lake City Park,12363 Lake City Way NE," 7,398 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4467,12th Ave Square Park,564 12th Ave," 7,316 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4415,Belltown Cottages,2518  Elliott Ave," 7,216 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,3908,Belltown Ppatch,Elliott Ave & Vine St," 7,214 ",Fully Utilized,P-Patch,,Owned,,
Parks,Parks and Recreation,3759,Gerber Park,575 Martin Luther King Jr Way," 7,132 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,253,Bergen Place,5420 22nd Ave NW," 6,893 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4455,Junction Plaza Park,4545 42nd Ave SW," 6,810 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4017,Corliss Place,2166 N 50th St," 6,586 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3998,University Lake Shore Place,4299 NE 125th St," 6,572 ",Fully Utilized,Greenbelts/Natural Area,,Owned,,
Parks,Parks and Recreation,3695,Harvard-Miller,2301 Broadway Ave E," 6,399 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4201,Puget Ridge Playground,6029 21st Ave SW," 6,262 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,3115,Garfield Playfield Auxiliary Parking,499 23rd Ave," 5,896 ",Fully Utilized,Parking,,Owned,,
Parks,Parks and Recreation,4016,Williams Place,199 15th Ave E," 5,685 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,1653,Endolyne Park,9827 49th Ave SW," 5,505 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4024,Lakewood Triangle,3114 Cascadia Ave S," 5,371 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4104,Thomas Street Gardens,1010 E Thomas St," 5,265 ",Fully Utilized,P-Patch,,Owned,,
Parks,Parks and Recreation,4427,Mount Baker Ridge Viewpoint,1411 31st Ave South," 5,044 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4405,Thyme Patch Park,NW 58th St & 28th Ave NW," 4,857 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,4409,Watton Open Space,3823 SW Willow St," 4,857 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3901,Sunset Place,105 NW 52nd St," 4,762 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4478,Cayton Corner Park,1831 E Madison St," 4,560 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,245,Greenwood Triangle,304 NW 55th St," 4,503 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,298,Marvin Gardens,5400 Ballard Ave NW," 4,484 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,238,Blue Ridge Circle,1851 NW Blue Ridge Dr," 4,276 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,315,Kinnear Place,799 Queen Anne Ave N," 4,040 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,305,Carleton Center,2319 Westmont Way W," 3,813 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4014,Thayer Place,10088 Waters Ave S," 3,342 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3983,Highland Drive Parkway,165 Highland Dr," 3,331 ",Fully Utilized,Boulevards/Green Streets/Greenways/Trails,,Owned,,
Parks,Parks and Recreation,3981,Stevens Triangle,3809 E John St," 3,098 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3921,Fauntleroy Place,4501 Fauntleroy Way SW," 2,972 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3899,Wedgwood Square,8126 31st Ave NE," 2,965 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4027,Park Home Circle,5622 Park Rd NE," 2,894 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3948,Fletcher Place,9285 Waters Ave S," 2,716 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4008,McGilvra Place,1425 E Madison St," 2,648 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,326,Prefontaine Place,425 3rd Ave," 2,263 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,4452,Northlake Park- Street End,699 NE Northlake Way," 1,660 ",Fully Utilized,Mini Parks/Pocket Parks,,Accepted for Street,,
Parks,Parks and Recreation,3979,Highland Place,93 Highland Dr," 1,588 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4012,Eastmont Place,2201 Westmont Way W," 1,497 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3906,Lambert Place,3800 E Madison St," 1,355 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
Parks,Parks and Recreation,3907,Blaine Place,513 W Olympic Pl," 1,354 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,3902,Cascade Place,5119 Palmer Ct NW," 1,206 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4007,Union Station Square,316 S Jackson St," 1,001 ",Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,4018,Crescent Place,7515 Orin Ct N, 846 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,383,Summit Place,Belmont Ave E & E Bellevue Pl, 767 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,346,Belmont Place,703 Belmont Pl E, 761 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,339,McGraw Square/McGraw Place,Stewart St & Westlake Ave, 646 ,Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,3928,Sierra Place,3300 Sierra Dr S, 640 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,334,Westlake Square,2420 7th Ave W, 468 ,Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,3999,Rainier Place,230 NW 53rd St, 412 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4075,Lynn Street Mini-Park- Street End,2291 Fairview Ave E, 397 ,Fully Utilized,Mini Parks/Pocket Parks,,City Use on Street,,
Parks,Parks and Recreation,3905,Hyde Place,3811 E Madison St, 385 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,4437,International District/Chinatown Community Center,719 8th Ave S, 343 ,Fully Utilized,Downtown Parks,,Owned,,
Parks,Parks and Recreation,333,Lake City Memorial Triangle,12356 Lake City Way NE, 234 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
Parks,Parks and Recreation,366,Lakeview Place,1042 Lakeview Bl E, 185 ,Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
SCL,Seattle City Light,9024,Nooksack ESA- Skagit Co,Skagit Co," 146,014,531 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9131,Boulder Creek ESA- Skagit Co,Skagit Co," 48,716,217 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9019,Illabot South ESA- Skagit Co,Skagit Co," 46,279,250 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9010,Boundary Project- Pend Oreille Co,Pend Oreille Co," 35,838,152 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9061,O' Brien Creek ESA- Skagit Co,Skagit Co," 31,191,123 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9158,Pressentin Creek ESA- Skagit Co,Skagit Co," 27,894,517 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9146,Finney Creek ESA- Skagit Co,"Skagit River, Skagit Co"," 27,878,400 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9054,Illabot North ESA- Skagit Co,Skagit Co," 27,379,639 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9123,Anderson Creek ESA- Skagit Co,Skagit Co," 17,434,949 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9122,Iron Mountain Ranch ESA- Skagit Co,"Secs 17-21 Twp 35N Rge 7E,Skagit Co"," 10,170,388 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9057,Barnaby Slough- Wildlife- Skagit Co,Skagit Co," 9,567,082 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9104,Sauk Island ESA- Skagit Co,Skagit Co," 9,016,920 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9015,Duck Pond II- Pend Oreille Co,Pend Oreille Co," 8,040,033 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9025,Bear Lake ESA- Skagit Co,Skagit Co," 6,854,824 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9200,Stossel Creek ESA- King Co,"Stossel Ck, NE of Carnation,King Co"," 6,708,240 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9106,North Sauk ESA- Skagit Co,Skagit Co," 6,185,520 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9111,Sauk Floodplain ESA- Snohomish Co,Snohomish Co," 5,808,490 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9099,Suiattle RM 6.32-7.81 ESA- Skagit Co- Part Esmt,Skagit Co," 5,747,742 ",Fully Utilized,Wildlife/Fish Habitat,,Mixed Ownership,,
SCL,Seattle City Light,9055,Bacon Creek ESA- Skagit Co,Skagit Co," 5,227,200 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9154,Lower Phinney Creek ESA- Skagit Co,Skagit Co," 5,227,200 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,590,Beacon Hill Transmission Line R/W No.  1- Pt Esmt,8830 9th Ave SW," 5,106,353 ",Fully Utilized,Transmission Line Right-of-Way,,Mixed Ownership,,
SCL,Seattle City Light,9022,Mineral Survey No 808- Pend Oreille Co,Pend Oreille Co," 4,211,816 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9134,Skagit Mainstem ESA- Skagit Co,Skagit Co," 3,969,187 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9161,East Sauk ESA- Snohomish Co,Snohomish Co," 3,674,285 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9109,Sauk Wetland ESA- Skagit Co,Skagit Co," 3,521,315 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9144,Goodwin ESA- Skagit Co,Skagit Co," 3,484,800 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9108,Johnson ESA- Skagit Co,Skagit Co," 3,218,329 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9058,Skagit Block Wildlife Area- Part Life Estate,Skagit Co," 3,011,304 ",Fully Utilized,Wildlife/Fish Habitat,,Mixed Ownership,,
SCL,Seattle City Light,9009,Bothell Receiving Substation- Snohomish Co,"3712 156th SE, Bothell,Snohomish Co"," 2,873,492 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9157,Jones Creek ESA- Skagit Co,Skagit Co," 2,787,840 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9147,Savage Slough ESA- Skagit Co,"Savage Slough, Skagit Co"," 2,566,555 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9059,McLeod ESA- Skagit Co- Life Estate,Skagit Co," 2,565,250 ",Fully Utilized,Wildlife/Fish Habitat,,Mixed Ownership,,
SCL,Seattle City Light,9023,Newhalem WA- Whatcom Co,Whatcom Co," 2,504,034 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9149,Granstrom ESA- Skagit Co,"Sauk River, Skagit Co"," 2,457,655 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9182,Macomber- Skagit Co,"Pressentin Creek, Skagit Co"," 2,051,240 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9018,Hollywood Housing Area- Whatcom Co,Whatcom Co," 1,898,269 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9124,Cumberland Creek ESA- Skagit Co,Skagit Co," 1,875,693 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9014,Diablo Lake Resort- Whatcom Co,Whatcom Co," 1,801,241 ",Fully Utilized,Utility Site or Facility,Training Facility,Owned,,
SCL,Seattle City Light,9130,Mill Creek ESA- Skagit Co,Skagit Co," 1,789,444 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9202,Gravel Creek ESA- Skagit Co,"N of Darrington, Skagit Co"," 1,742,400 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9135,Ross Island Slough ESA- Skagit Co,Skagit Co," 1,562,932 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9186,South Sauk Floodplain ESA- Snohomish Co,"Sauk River, Snohomish Co"," 1,420,056 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9056,Dan Creek ESA- Snohomish Co,Snohomish Co," 1,389,564 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9169,Saunders- Skagit Co,Skagit Co," 1,359,072 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9005,Eastside Transmission Line- Part Owned- King Co,King Co," 1,094,714 ",Fully Utilized,Utility Site or Facility,,Mixed Ownership,,
SCL,Seattle City Light,582,South Service Center,400 Spokane St," 1,083,216 ",Fully Utilized,Maintenance Facility,,Owned,,
SCL,Seattle City Light,9199,Suiattle Rec Parcels ESA- Skagit Co,"Suiattle River, Skagit Co"," 1,038,470 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9164,Darrington Floodplain ESA- Snohomish Co,Snohomish Co," 989,248 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9174,Kuno- Skagit Co,Skagit Co," 892,980 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9112,Stephens,"4031 336th Ave NE, Carnation"," 887,753 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9187,Dalles Bridge ESA- Skagit Co,"Skagit River, Skagit Co"," 814,136 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,545,PNT Transmission Line R/W No. 1,614 N 105th St," 787,975 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,9205,Upper Buller Side Channel ESA,"30745 Walberg Rd, Skagit Co"," 766,656 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9103,Gilligan Creek ESA- Skagit Co,Skagit Co," 716,152 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9198,Day Creek Slough ESA,Skagit Co," 659,498 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9113,Tolt RM 3.7-4.2 ESA- King Co,King Co," 654,706 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9021,Mineral Survey No 913- Pend Oreille Co,Pend Oreille Co," 604,116 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9114,Tolt RM 4.95-5 ESA- King Co,King Co," 584,139 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9029,Skagit Parcel,Skagit Co," 541,168 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,9020,JIM Creek Transmission Line R/W- Snohomish Co,Snohomish Co," 486,299 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,653,North Service Center,1300 N 97th St," 448,291 ",Fully Utilized,Maintenance Facility,,Owned,,
SCL,Seattle City Light,9159,Osterman Creek ESA- Skagit Co,Skagit Co," 435,600 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9204,B&W Road 2 ESA,"Skagit River, Skagit Co"," 435,600 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9143,Barr Creek ESA- Skagit Co,Skagit Co," 430,221 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9120,"North Mountain Substation, Arlington- Snohomish Co","30333 435th Ave NE, Arlington"," 428,630 ",Fully Utilized,Power Facility,,Owned,,
SCL,Seattle City Light,9177,South Skagit Mainstem ESA- Skagit Co,"48759 Conc-Sauk Valley Rd,Skagit Co"," 423,403 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,4039,Duwamish-White Center Trans Line R/W,"9898 8th Ave S, King Co"," 404,988 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,9194,Cascade River ESA,"S Cascade River, Skagit Co"," 392,040 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9153,Fischer- Skagit Co,"Ptn GL 7 22-35-7, Skagit Co"," 374,616 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9129,O'Toole Creek 1 ESA- Skagit Co,Skagit Co," 343,252 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9201,Illabot Creek Lane ESA- Skagit Co,"Skagit River, Skagit Co"," 317,988 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,525,Duwamish Creston Trans Line R/W,"10999 51st Ave S, Tukwila"," 289,297 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,9152,Goodyear Nelson- Skagit Co,"N Side of S Skagit Hwy, Skagit Co"," 283,140 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9011,Cedar Falls Trans Line R/W- Part Esmt- King Co,King Co," 267,043 ",Fully Utilized,Utility Site or Facility,,Mixed Ownership,,
SCL,Seattle City Light,597,Shoreline Substation,Meridian Ave N & N 163-165th St," 257,756 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,521,PSE Trans Line R/W- Part Esmt,10000 Airport Way S," 235,886 ",Fully Utilized,Transmission Line Right-of-Way,,Mixed Ownership,,
SCL,Seattle City Light,9195,Diobsud Creek Mouth ESA,"Skagit River, Skagit Co"," 222,156 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,581,Highline Substation Site,"399 S 136th St, Burien"," 212,501 ",Fully Utilized,Vacant (Undeveloped),Substation,Owned,,
SCL,Seattle City Light,539,North Substation,814 NE 75th St," 200,023 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,531,Duwamish Substation,"10000 W Marginal Pl S, King Co"," 197,762 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,9128,O'Toole Creek 2 ESA- Skagit Co,Skagit Co," 179,467 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,532,Duwamish-Delridge Trans Line R/W No. 1,"11100 E Marginal Way S, Tukwila"," 172,102 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,9107,Tolt RM 4.89-4.93 ESA- King Co,King Co," 169,273 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,571,Canal Substation,614 NW 46th St," 165,962 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,9203,Estes Road ESA- Snohomish Co,"46910 Estes Rd, Darrington, Snoh Co"," 152,024 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,4394,North Downtown Substation- Under Contruction,1250 Denny Way," 141,490 ",Fully Utilized,Under Construction,Substation,Owned,,
SCL,Seattle City Light,541,ABC Trans Line- Part Esmt,"804 NE 185th St, Shoreline"," 123,023 ",Fully Utilized,Transmission Line Right-of-Way,,Mixed Ownership,,
SCL,Seattle City Light,661,Cambridge Corridor Transmission Line R/W,"9401 E Marginal Way S, Tukwila"," 120,819 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,9196,North of Aldon Creek Skagit Islanded Channel ESA,Skagit Co," 119,355 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,566,Beacon Hill Transmission Line R/W No.  8,"8098 S 128th St, King Co"," 104,901 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,4239,Delridge Receiving Substation,5935 26th Ave SW," 100,000 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,640,Broad St Substation,319 6th Ave N," 89,793 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,3976,SCL High-Voltage Line Over Ship Canal- Part Lease,Fuhrmann & Eastlake," 80,193 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,550,Massachussetts Substation,1555 Utah Ave S," 79,270 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,9197,Sauk Government Bridge Islanded Side Channel ESA,"15912 SR 530, Sauk River, Skagit Co"," 77,367 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,9167,Tolt 3.5 ESA- King Co,King Co," 71,438 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,511,Creston-Nelson Substation,5161 S Creston St," 69,626 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,4056,University Receiving Substation,409 NE Pacific St," 69,573 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,662,E Pine Substation,1555 23rd Ave," 61,949 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,3482,W Duwamish Greenspace- Seattle City Light No. 1,8899 1st Ave S," 54,771 ",Fully Utilized,Green Space/Natural Area,,Owned,,
SCL,Seattle City Light,9115,Tolt ESA- King Co,King Co," 35,660 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,4279,Future Interbay Substation,3222 17th Ave W," 33,503 ",Fully Utilized,Encampment,Substation,Owned,,
SCL,Seattle City Light,4058,Northwest Substation Site,"1299 N 192nd St, Shoreline"," 31,396 ",Fully Utilized,Commercial Use,Substation,Owned,,
SCL,Seattle City Light,9110,Tolt RM 4.93-4.95 ESA- King Co,King Co," 22,900 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,606,Puget Park Crossing of S Delridge 250KV Line,16th Ave SW," 22,464 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,652,Union Street Substation,1312 Western Ave," 21,559 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,603,Lake WA Ship Canal Transmission Line,100 Dravus St," 20,952 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
SCL,Seattle City Light,9180,Tolt 5.7- King Co,"Tolt River, King Co"," 18,730 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,577,Magnolia Substation,3120 W Grover St," 18,001 ",Fully Utilized,Warehouse / Storage (Covered ),,Owned,,
SCL,Seattle City Light,9142,Blacks Wholesale- King Co,King Co," 12,320 ",Fully Utilized,Wildlife/Fish Habitat,,Owned,,
SCL,Seattle City Light,3904,Laurelhurst Substation,4502 NE 41st St," 11,971 ",Fully Utilized,Power Facility,,Owned,,
SCL,Seattle City Light,599,Seattle-Tacoma Tie Line- Part Esmt,3698 E Marginal Way S," 11,886 ",Fully Utilized,Transmission Line Right-of-Way,,Mixed Ownership,,
SCL,Seattle City Light,3992,Delridge Substation B,4900 18th Ave SW," 11,732 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,627,Brighton Substation Site,7112 Rainier Ave S," 9,687 ",Fully Utilized,Vacant (Undeveloped),Power Facility,Owned,,
SCL,Seattle City Light,3250,PNT Transmission Line R/W No. 2,"19298 Stone Ave N, Shoreline"," 8,441 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,534,Eckstein Substation Site,7711 35th Ave NE," 7,726 ",Fully Utilized,Vacant (Undeveloped),Power Facility,Owned,,
SCL,Seattle City Light,509,Olympic Substation,8032 15th Ave NW," 6,767 ",Fully Utilized,Warehouse / Storage (Covered ),,Owned,,
SCL,Seattle City Light,573,Lake WA Ship Canal Tower Site No. 1,3616 3rd Ave NW," 5,402 ",Fully Utilized,Utility Site or Facility,,Owned,,
SCL,Seattle City Light,3891,Observatory Courts- SCL Portion,1417 Warren Ave N," 5,160 ",Fully Utilized,Substation,,Owned,,
SCL,Seattle City Light,602,Lake WA Ship Canal Tower Site No. 2,419 N 34th St," 5,051 ",Fully Utilized,Transmission Line Right-of-Way,,Owned,,
